Brand Name,Brand Image Name,Category,Product Name,Description,Price,Product Image Name,Product Code
Tork ,Tork Logo,Toilet Paper Dispenser,Tork Jumbo Toilet Roll Dispenser,"The Tork Jumbo Toilet Roll Dispenser in Elevation Design is suitable for high-traffic locations. Its extra-high capacity saves maintenance time and ensures that paper is always available. Tork Elevation dispensers have a functional, modern design that makes a lasting impression on your guests.

A smart, stub-roll holder allows for full roll consumption
The optimal roll brake avoids free spinning rolls and therefore reduces consumption
A clear window indicates when it's time to refill.",56.25,Tork Jumbo Toilet Roll Dispenser,SCA554
Tork ,Tork Logo,Toilet Paper Dispenser,Tork Folded Toilet Paper Dispenser,"The Tork Folded Toilet Paper Dispenser in Elevation Design is ideal for low- to medium-traffic locations. It offers improved hygiene with its sheet-by-sheet dispensing, which lets your guests only touch the sheet they use. Tork Elevation dispensers have a functional, modern design that makes a lasting impression on your guests.

Bundles are easy to load for flexible refilling and minimal waste
The slim design saves space.",20.55,Tork Folded Toilet Paper Dispenser,SCA117
Tork ,Tork Logo,Toilet Paper Dispenser,Tork Conventional Toilet Roll Dispenser,"The Tork Conventional Toilet Roll Dispenser in Elevation Design is suitable for low-traffic washrooms and reduces maintenance by holding two conventional toilet rolls. Elevation dispensers have a functional and modern design that makes a lasting impression on your guests.

A closed dispenser that keeps rolls protected for better hygiene.",36.62,Tork Conventional Toilet Roll Dispenser,SCA135
Tork ,Tork Logo,Toilet Paper Dispenser,Tork SmartOne® Toilet Roll Dispenser,"The Tork SmartOne Toilet Roll Dispenser in Elevation Design is an efficient and very robust dispensing system suitable for demanding washrooms with high traffic. The sheet-by-sheet dispensing helps to reduce consumption by up to 40% when compared to traditional jumbo roll dispensers, which means more visits per roll.

The single-sheet dispensing helps to reduce consumption by up to 40%
It is hygienic as guests only touch the paper that they use
It has an extremely robust design with a metal key and lock that protects the roll and stops theft
An extra high capacity saves maintenance time and ensures that paper is always available.",73.41,Tork SmartOne® Toilet Roll Dispenser,SCA98
Tork ,Tork Logo,Toilet Paper Dispenser,"Tork SmartOne® Twin Mini Toilet Roll Dispenser
","The Tork SmartOne Twin Mini Toilet Roll Dispenser in Elevation Design is an efficient and very robust dispensing system suitable for demanding washrooms with high traffic. By holding two rolls and sheet-by-sheet dispensing, consumption is reduced by up to 40% when compared to a traditional jumbo roll dispenser which means more visits per roll. Tork Elevation dispensers have a functional, modern design that makes a lasting impression on your guests.

The single-sheet dispensing helps to reduce consumption by up to 40%
It is hygienic because guests only touch the paper that they use
It has an extremely robust design with a metal key and lock that protects the roll and stops theft
An extra high capacity saves maintenance time and ensures that paper is always available
The twin roll dispenser allows rolls to be used to the end minimising the stub roll waste.",62.79,"Tork SmartOne® Twin Mini Toilet Roll Dispenser
",SCA97
Tork ,Tork Logo,Toilet Paper Dispenser,Tork Mini Jumbo Toilet Roll Dispenser,"A modern design with smooth surfaces and clean lines that fits seamlessly in your washroom. Create a great impression that boosts the high-quality image of your facility. Stylish stainless steel with anti finger print coating looks great and stays clean.

Modern and seamless design – make the right impression
Easy to clean stainless steel with anti-fingerprint protection/coating  - keeps the high class look for a better experience
High capacity – ensures your guests that toilet paper will never run out
Smart stub roll holder – reduces waste. Stub rolls can be used to the end
Optimal roll brake – Smooth dispensing and no paper on the floor.",32.13,Tork Mini Jumbo Toilet Roll Dispenser,SCA5550
Tork ,Tork Logo,Toilet Paper Dispenser,Tork Twin Mini Jumbo Toilet Roll Dispenser,"The Tork Twin Mini Jumbo Toilet Roll Dispenser in Elevation Design is the ideal choice for high-traffic washrooms where the guest experience is as important as high efficiency and low running costs. It ensures that tissue is always available by holding two full high-capacity rolls. Tork Elevation dispensers have a functional, modern design that makes a lasting impression on your guests.

Both rolls can be used to the end to minimise waste
The optimal roll brake avoids free spinning rolls and therefore reduces consumption
A clear window indicates when it's time to refill.",40.72,Tork Twin Mini Jumbo Toilet Roll Dispenser,SCA73
Tork ,Tork Logo,Toilet Paper Dispenser,Tork Twin Mid-size Toilet Roll Dispenser,"The Tork Twin Mid-size Toilet Roll Dispenser in Elevation Design is ideal for medium- to high-traffic washrooms with high focus on guest satisfaction. It ensures high efficiency and that toilet paper is always available for guests by holding up to six times more paper than two conventional toilet rolls. Elevation dispensers have a functional and modern design that makes a lasting impression on your guests.

Automatic roll shift that makes it easy for guests to access the new roll
Empty cores remain inside the dispenser to avoid waste on the floor
Compact dispenser saves space.",30.16,Tork Twin Mid-size Toilet Roll Dispenser,SCA47
Tork ,Tork Logo,Toilet Paper Dispenser,Tork Twin Mid-size Toilet Roll Dispenser Black,"The Tork Twin Mid-size Toilet Roll Dispenser in Elevation Design is ideal for medium- to high-traffic washrooms with high focus on guest satisfaction. It ensures high efficiency and that toilet paper is always available for guests by holding up to six times more paper than two conventional toilet rolls. Elevation dispensers have a functional and modern design that makes a lasting impression on your guests.

Automatic roll shift that makes it easy for guests to access the new roll
Empty cores remain inside the dispenser to avoid waste on the floor
Compact dispenser saves space.",30.16,Tork Twin Mid-size Toilet Roll Dispenser Black,SCA65
Tork ,Tork Logo,Toilet Paper Dispenser,Tork SmartOne® Mini Toilet Roll Dispenser,"The Tork SmartOne Mini Toilet Roll Dispenser in Elevation Design is an efficient and very robust dispensing system suitable for demanding washrooms with low to medium traffic. The sheet-by-sheet dispensing helps to reduce consumption by up to 40% when compared to traditional jumbo roll dispensers, which means more visits per roll. Tork Elevation dispensers have a functional, modern design that makes a lasting impression on your guests.

The single-sheet dispensing helps to reduce consumption by up to 40%
It is hygienic as guests only touch the paper that they use
It has an extremely robust design with a metal key and lock that protects the roll and stops theft
The high capacity saves maintenance time and ensures that paper is always available.",67.01,Tork SmartOne® Mini Toilet Roll Dispenser,SCA681
Tork ,Tork Logo,Toilet Paper Dispenser,Tork SmartOne® Twin Mini Toilet Roll Dispenser,"The Tork SmartOne Twin Mini Toilet Roll Dispenser in Elevation Design is an efficient and very robust dispensing system suitable for demanding washrooms with high traffic. By holding two rolls and sheet-by-sheet dispensing, consumption is reduced by up to 40% when compared to a traditional jumbo roll dispenser which means more visits per roll. Tork Elevation dispensers have a functional, modern design that makes a lasting impression on your guests.

The single-sheet dispensing helps to reduce consumption by up to 40%
It is hygienic because guests only touch the paper that they use
It has an extremely robust design with a metal key and lock that protects the roll and stops theft
An extra high capacity saves maintenance time and ensures that paper is always available
The twin roll dispenser allows rolls to be used to the end minimising the stub roll waste",?,Tork SmartOne® Twin Mini Toilet Roll Dispenser,
Tork ,Tork Logo,Napkins & Tableware Dispenser,Tork Xpressnap® Stand Napkin Dispenser,"The Tork Xpressnap® Stand Napkin Dispenser, ideal for limited-service restaurants with high traffic. This modern dispenser delivers napkins one-at-a-time, improving hygiene and reducing consumption by at least 25% when compared to traditional napkin dispensers.

The upright design reduces the amount of countertop area needed
The AD-A-Glance® customisable display window serves as an advertising tool to promote your products and engage with your guests
Wall-mounting feature allows for quick permanent installation
Made with durable and easy-to-clean materials that reduce maintenance and labour costs.",?,Tork Xpressnap® Stand Napkin Dispenser,
Tork ,Tork Logo,Napkins & Tableware Dispenser,Tork Xpressnap® Tabletop Napkin Dispenser,"The Tork Xpressnap® Tabletop Dispenser, ideal for limited-service restaurants that offer napkins at the table. This compact and modern dispenser delivers napkins one-at-a-time, improving hygiene and reducing napkin consumption by at least 25% when compared to traditional napkin dispenser systems. Available in a broad range of contemporary colours so matching your décor is easy.

The AD-A-Glance® customisable display window serves as an advertising tool to promote your products and engage with your guests
Made with durable and easy-to-clean materials that reduce maintenance and labour costs.",?,"Tork Xpressnap® Tabletop Napkin Dispenser
",
Tork ,Tork Logo,Napkins & Tableware Dispenser,"Tork Xpressnap® Napkin Dispenser – Walnut
","The Tork Xpressnap® Napkin Dispenser, an ideal solution for contemporary limited- and full-service restaurants that offer napkins at a central location. Crafted with genuine materials, this sleek dispenser delivers napkins one-at-a-time, improving hygiene and reducing consumption by at least 25% when compared to traditional napkin dispensers.

A timeless design in walnut wood complements upmarket décors
The compact footprint, minimises the use of counter space.",?,Tork Xpressnap® Napkin Dispenser – Walnut,
Tork ,Tork Logo,Napkins & Tableware Dispenser,Tork Xpressnap® Counter Napkin Dispenser,"The Tork Xpressnap® Counter Napkin Dispenser, ideal for limited-service restaurants that offer napkins at a central location. This modern dispenser delivers napkins one-at-a-time, improving hygiene and reducing napkin consumption by at least 25%, when compared to traditional napkin dispenser systems.

The versatile design means that it can be positioned either vertically or horizontally for added flexibility where countertop space is limited
The AD-A-Glance® customisable display window serves as an advertising tool to promote your products and engage with your guests
Made with durable and easy-to-clean materials that reduce maintenance and labour costs.",?,Tork Xpressnap® Counter Napkin Dispenser,
Tork ,Tork Logo,Napkins & Tableware Dispenser,Tork Xpressnap Snack® Napkin Dispenser,"The Tork Xpressnap Café® Napkin Dispenser is ideal for limited-service restaurants where a small napkin is preferred. This compact dispenser delivers napkins one-at-a-time, improving hygiene and reducing consumption by at least 25%, when compared to traditional napkin dispensers.

A small dispenser footprint, reduces the amount of tabletop area needed
The AD-A-Glance® customisable display window serves as an advertising tool to promote your products and engage with your guests
Made with durable and easy-to-clean materials that reduce maintenance and labour costs.",?,Tork Xpressnap Snack® Napkin Dispenser,
Tork ,Tork Logo,Napkins & Tableware Dispenser,Tork Xpressnap® Napkin Dispenser – Aluminium,"The Tork Xpressnap® Napkin Dispenser, an ideal solution for contemporary limited- and full-service restaurants that offer napkins at a central location. Crafted with genuine materials, this sleek dispenser delivers napkins one-at-a-time, improving hygiene and reducing consumption by at least 25% when compared to traditional napkin dispensers.

A timeless design in aluminium complements upmarket décors
The compact footprint, minimises the use of counter space.",?,Tork Xpressnap® Napkin Dispenser – Aluminium,
Tork ,Tork Logo,Napkins & Tableware Dispenser,Tork Xpressnap Snack® Napkin Dispenser,"The Tork® Xpressnap Snack® Napkin Dispensers, an ideal solution for contemporary limited-service restaurants that offer napkins on the table. Crafted with genuine materials, this sleek dispenser delivers napkins one-at-a-time, improving hygiene and reducing consumption by at least 25% when compared to traditional napkin dispensers.

A timeless design in aluminium complements upmarket décors
The small dispenser footprint, minimises the use of table space.",?,"Tork Xpressnap Snack® Napkin Dispenser
",
Tork ,Tork Logo,Bins,Tork Bin 50 Litre,"A modern design with smooth surfaces and clean lines that fits seamlessly in your washroom. Create a great impression that boosts the high-quality image of your facility. Stylish stainless steel with anti finger print coating looks great and stays clean.

High capacity (50L) reduces maintenance time
Slim and attractive bin that can be wall mounted to blend into the washroom interior and maintain a great impression
Concealed bin liner maintains a fresh impression to the user
Easy maintenance with bin lid that can be opened from either side (lid sold separately)",50.76,Tork Bin 50 Litre,SCA114
Tork ,Tork Logo,Bins,Tork 50L Bin,"The Tork 50l Bin in Elevation Design is ideal for many washrooms and can be flexibly mounted to the wall or floor to suite your space and needs. Tork Elevation dispensers have a functional, modern design that makes a lasting impression on your guests.

Easy maintenance and flexible mounting options for a clean appearance.",?,Tork 50L Bin,
Tork ,Tork Logo,Bins,Tork 5L Bin,"The Tork 5L bin in Elevation Design can be used for traditional waste in small washrooms or for sanitary disposal inside the stall. The self-closing lid and hidden bin liner ensure hygiene and comfort. Tork Elevation dispensers have a functional, modern design that makes a lasting impression on your guests.

Easy maintenance and flexible mounting options for a clean appearance
The small size is ideal when space is limited",?,Tork 5L Bin,
Tork ,Tork Logo,Bins,Tork 5L Bin Black,"The Tork 5L bin in Elevation Design can be used for traditional waste in small washrooms or for sanitary disposal inside the stall. The self-closing lid and hidden bin liner ensure hygiene and comfort. Tork Elevation dispensers have a functional, modern design that makes a lasting impression on your guests.

Easy maintenance and flexible mounting options for a clean appearance
The small size is ideal when space is limited",?,Tork 5L Bin Black,
Tork ,Tork Logo,Skincare,Tork Foam Soap Dispenser with Intuition™ sensor,"A modern design with smooth surfaces and clean lines that fits seamlessly in your washroom. Create a great impression that boosts the high-quality image of your facility. Stylish stainless steel with anti finger print coating looks great and stays clean.

Modern and seamless design – make the right impression
Easy to clean stainless steel with anti-fingerprint protection/coating  - keeps the high class look for a better experience
Sensor-activated, gives a high-tech impression
Touch free  and proven easy-to-use design  by third party certificate promotes good hand hygiene for all washroom visitors
Proven Easy to use for the cleaning staff saving time for refilling
LED refill indicator indicates need for maintenance",95.82,Tork Foam Soap Dispenser with Intuition™ sensor,SCA105
Tork ,Tork Logo,Skincare,Tork Liquid and Spray Soap Dispenser,"The Tork skin care dispensers for soap and sanitisers are suitable for all kinds of washrooms - even in tough and demanding environments. The dispenser is available with an armlever for use in areas where extra hygiene is of critical importance. The system offers quick and easy refilling proven by Easy to Use certification by the Swedish Rheumatism Association

Tork skincare dispensers with proven functional design, promoting a good hand hygiene for all washroom visitors
Easy to use for all visitors: proven by 3rd party certification
Easy to use for the cleaning staff : certified functional design of the system
Versatile dispenser can be used for large range of S1 liquid and S11 spray refills",35.27,Tork Liquid and Spray Soap Dispenser,SCA20
Tork ,Tork Logo,Skincare,Tork Mini Liquid Soap Dispenser,"The Tork Mini Liquid Soap Dispenser in Elevation Design fits into any size washroom and can be used with a wide range of Tork skincare products in sealed bottles. It is easy to use and provides excellent hygiene. Elevation dispensers have a functional and modern design that makes a lasting impression on your guests.

Easy-to-Use approval for comfortable usage especially for children and the elderly
Certified effortless cleaning and intuitive refilling saves time",24.41,Tork Mini Liquid Soap Dispenser,SCA75
Tork ,Tork Logo,Skincare,Tork Foam Soap Dispenser,"The Tork Foam Soap Dispenser in Elevation Design fits into all washrooms and can be used with a wide range of Tork skincare products in sealed bottles. It is Easy-to-Use approved and provides good hand hygiene for all users. Elevation dispensers have a functional and modern design that makes a lasting impression on your guests.

Easy-to-Use approval for comfortable usage especially for children and the elderly
Certified effortless cleaning and intuitive refilling saves time",41.7,Tork Foam Soap Dispenser,SCA49
Tork ,Tork Logo,Skincare,Tork Foam Soap Dispenser – with Intuition™ sensor,"The Tork Foam Soap Dispenser with Intuition ™Sensor in Elevation Design allows you to make a good impression on your guests and can be used with a wide range of Tork skincare products in sealed bottles. Its touch-free dispensing ensures good hand hygiene for all users. Elevation dispensers have a functional and modern design that makes a lasting impression on your guests.

Easy maintenance with the LED level indicator that shows when a refill is needed
Certified effortless cleaning and intuitive refilling saves time",95.82,"Tork Foam Soap Dispenser – with Intuition™ sensor
",SCA105
Tork ,Tork Logo,Handsoap,Tork Spray Soap × 1,"Colour: Transparent

EAN: 8710499048163

Quality level: Universal

Serve more with less. Tork Spray Soap delivers 2,650 doses of a non-fragranced – and colour-free hand soap that's mild to the skin. This soap is ideal for high-traffic washrooms where efficiency is key.

High capacity: Up to 2,650 dosages per refill lasts longer.
Non-perfumed and without colourants: reduces the risk of allergic reactions.
Certified with the EU Ecolabel, which stands for high environmental performance
Fits into Tork Spray Soap Dispenser S35",?,Tork Spray Soap × 1,
Tork ,Tork Logo,Handsoap,Tork Spray Soap × 1 800ml,"Colour: Pink

EAN: 5010195550681

Quality level: Universal

Serve more with less. Tork Spray Soap delivers 2,650 doses of a luxuriously fragranced hand soap that's mild to the skin. This soap is ideal for high-traffic washrooms where efficiency is key.

High capacity: Up to 2,650 dosages per refill lasts longer.
Luxurious fragrance
Fits into Tork Spray Soap Dispenser S35",61.53,Tork Spray Soap × 1 800ml,SCA89(S)
Tork ,Tork Logo,Handsoap,Tork Non perfumed Hand & Body Lotion × 1,"Colour: White

EAN: 7322540394054

Quality level: Premium

Tork Hand & Body Lotion is ideal for normal, dry and sensitive skin. It helps to protect the skin from excessive dryness, leaving it feeling nourished and touchably soft, day after day. It's a non-perfumed lotion with caring ingredients, ensuring a natural level of skin moisture. Suitable for Tork Mini Liquid Soap Dispensers, which are easy to use and provide good hand hygiene to all users.

Moisturising – Premium quality ingredients include rapeseed oil and vitamin E to help nourish skin
Certified with the Nordic Swan – official ecolabel of the Nordic countries
Quick-and-easy refilling proven with easy-to-use certification by the Swedish Rheumatism Association
""The sealed bottle with single-use pump secures good hygiene and reduces the risk of cross-contamination""
The bottle collapses as the contents are used, reducing waste",83.35,Tork Non perfumed Hand & Body Lotion × 1,SCA113
Tork ,Tork Logo,Handsoap,Tork Hair & Body Mini Liquid Soap × 1,"Article: 420602

Colour: Light Blue

EAN: 7322540394351

Quality level: Premium

Tork Hair & Body Mini Liquid Soap gives hotels, schools and sports facilities the convenience of a shower gel and shampoo in one efficient unit. It has a mild formula with a refreshing, unisex fragrance that leaves skin and hair feeling soft. Suitable for Tork Liquid Soap Dispensers, which are easy to use and provide good hand hygiene to all users.

The 2-in-1 formula contains caring and mild ingredients
Certified with the EU Ecolabel, which stands for high environmental performance
Quick-and-easy refilling proven with easy-to-use certification by the Swedish Rheumatism Association
The sealed bottle with single-use pump secures good hygiene and reduces the risk of cross-contamination
The bottle collapses as the contents are used, reducing waste",?,Tork Hair & Body Mini Liquid Soap × 1,
Tork ,Tork Logo,Handsoap,Tork Mild Mini Liquid Soap × 1,"Article: 420502

Colour: Light Yellow

EAN: 7322540394313

Quality level: Premium

Give your visitors an all-purpose soap with a fresh scent that’s perfect for all skin types. Tork Mild Mini Liquid Soap has moisturising and replenishing ingredients proven mild to the skin for gentle hand washing. Suitable for Tork Liquid Soap Dispensers, which are easy to use and provide good hand hygiene to all users.

A rich, moisturising lather with fresh scent to nourish the skin
Certified with the EU Ecolabel, which stands for high environmental performance
Quick-and-easy refilling proven with easy-to-use certification by the Swedish Rheumatism Association
The sealed bottle with single-use pump secures good hygiene and reduces the risk of cross-contamination
The bottle collapses as the contents are used, reducing waste.",32.21,Tork Mild Mini Liquid Soap × 1,SCA112
Tork ,Tork Logo,Handsoap,Tork Extra Hygiene Liquid Soap × 1,"Article: 420810

Colour: Transparent

EAN: 7322540394399

Quality level: Premium

Provide an extra hygienic hand wash with Tork Extra Hygiene Liquid Soap. Its perfume- and colour-free formula is kind to the skin yet highly effective against bacteria. Ideal for environments where hands have to be washed frequently and cross-contamination risks are high. Suitable for Tork Liquid & Spray Soap Dispensers, which are easy to use and provide good hand hygiene to all users.

The formula is more effective against bacteria than ordinary hand soap
Certified with the Nordic Swan – official ecolabel of the Nordic countries
Quick-and-easy refilling proven with easy-to-use certification by the Swedish Rheumatism Association
The sealed bottle with single-use pump secures good hygiene and reduces the risk of cross-contamination
The bottle collapses as the contents are used, reducing waste.",29.69,Tork Extra Hygiene Liquid Soap × 1,SCA103
Tork ,Tork Logo,Handsoap,Tork Extra Mild Liquid Soap × 1,"Article: 420701

Colour: White

EAN: 7322540394375

Quality level: Premium

Provide extra care for sensitive skin with Tork Extra Mild Liquid Soap. With its mild ingredients and perfume- and colour-free formulation, this soap is very gentle to the skin. Suitable for Tork Liquid & Spray Soap Dispensers, which are easy to use and provide good hand hygiene to all users

Moisturising and lipid-replenishing ingredients sooth skin
""Certified with the EU Ecolabel, which stands for high environmental performance""
""Quick-and-easy refilling proven with easy-to-use certification by the Swedish Rheumatism Association""
""The sealed bottle with single-use pump secures good hygiene and reduces the risk of cross-contamination""
""The bottle collapses as the contents are used, reducing waste""",?,Tork Extra Mild Liquid Soap × 1,
Paper Products,Paper Products Logo,Toilet Tissue,Matic Toilet Roll,36 rolls per case.,40.32,Matic Toilet Roll,ESS02
Paper Products,Paper Products Logo,Toilet Tissue,CENTREFEED TOILET ROLL 2 PLY - 200M x 13cm,6 x 200m,17.65,CENTREFEED TOILET ROLL 2 PLY - 200M x 13cm,ESS13
Paper Products,Paper Products Logo,Toilet Tissue,CENTREFEED MINI TOILET ROLL 2 PLY - 112M x 13CM,12 Rolls per case.,,CENTREFEED MINI TOILET ROLL 2 PLY - 112M x 13CM,ESS14
Paper Products,Paper Products Logo,Toilet Tissue,White Leaf Family Toilet Tissue 4 Pack,"Luxury toilet tissue micro embossed and laminated.

Sheet Size: 110 mm x 108 mm
Ply: 2 ply
Material: 100% Pure Cellulose
Roll Length: 23 Meters
Sheet Count: 210
Case Qty: 10 x 4 Packs.
Pallet Qty: 60 Cases per pallet
",?,White Leaf Family Toilet Tissue 4 Pack,
Paper Products,Paper Products Logo,Toilet Tissue,White Leaf 3 Ply Luxury Toilet Tissue,3 Ply Luxury Toilet Tissue Micro Embossed and Laminated,?,White Leaf 3 Ply Luxury Toilet Tissue,
Paper Products,Paper Products Logo,Toilet Tissue,CORELESS TOILET ROLL 2 PLY WHITE - 90m X 9.5cm,36 rolls per case.,39.15,CORELESS TOILET ROLL 2 PLY WHITE - 90m X 9.5cm,ESS15
Paper Products,Paper Products Logo,Toilet Tissue,Toilet Tissue 48 x 22 Meter Roll,"Premium quality toilet tissue, super soft, extra strong and absorbent.

Sheets: 200
Sheet size: 125mm x 96mm
Total length of roll: 22 meters
Ply: 2 /15.5gsm per ply
Material:  100% Pure Cellulose
Case Quantity: 48 rolls
Pack contents:  12 x 4 packs",?,Toilet Tissue 48 x 22 Meter Roll,
Paper Products,Paper Products Logo,Toilet Tissue,Bulk Pack Toilet Tissue,36 clips per case.,?,Bulk Pack Toilet Tissue,
Paper Products,Paper Products Logo,Hand Towels,Z-FOLD HAND TOWEL 1 PLY BLUE - 20.5cm x 24cm,3000 per case.,?,"Z-FOLD HAND TOWEL 1 PLY BLUE - 20.5cm x 24cm
",PA0038
Paper Products,Paper Products Logo,Hand Towels,Z-FOLD HAND TOWEL 1 PLY WHITE - 20.5cm x 24cm,3000 sheets per case.,?,Z-FOLD HAND TOWEL 1 PLY WHITE - 20.5cm x 24cm,
Paper Products,Paper Products Logo,Napkins/Serviettes,TUSCANY AIRLAID NAPKIN WHITE ⅛ FOLD - 40cm x 40cm (Bulkysoft),500 per case ,?,TUSCANY AIRLAID NAPKIN WHITE ⅛ FOLD - 40cm x 40cm (Bulkysoft),IM072
Paper Products,Paper Products Logo,Napkins/Serviettes,COCKTAIL NAPKIN 2 PLY WHITE - 24cm x 24cm,4000 per case,34.85,COCKTAIL NAPKIN 2 PLY WHITE - 24cm x 24cm,ESS18
Paper Products,Paper Products Logo,Napkins/Serviettes,TUSCANY SERVIETTE 2 PLY WHITE ¼ FOLD - 38cm x 38cm,2000 per case,34.87,TUSCANY SERVIETTE 2 PLY WHITE ¼ FOLD - 38cm x 38cm,ESS16
Paper Products,Paper Products Logo,Napkins/Serviettes,TUSCANY SERVIETTE 2 PLY WHITE ⅛ FOLD - 38cm x 38cm,2000 per case,?,TUSCANY SERVIETTE 2 PLY WHITE ⅛ FOLD - 38cm x 38cm,
Paper Products,Paper Products Logo,Napkins/Serviettes,TUSCANY AIRLAID NAPKIN WHITE ¼ FOLD- 40cm x 40cm,500 per case,?,TUSCANY AIRLAID NAPKIN WHITE ¼ FOLD- 40cm x 40cm,
Mopping System's,Mopping System's Logo,Mop Heads,RHP Twine Socket Mop unit,"Easy Fit plastic socket.

Use with EAH120/135 HANDLES or WH120 wooden handles. Also fits most other handles including Exel. Twine yarn is hard wearing and absorbent with a longer life.Supplied in heavy duty multi- wall socks. Not machine washable.",?,RHP Twine Socket Mop unit,
Mopping System's,Mopping System's Logo,Mop Heads,RHP PY Socket Mop,"Also fits most handles including Exel. PY yarn is competitively priced and super absorbent but is less durable. Supplied in heavy duty multi- wall sacks. 

Not Machine Washable.",?,RHP PY Socket Mop,
Mopping System's,Mopping System's Logo,Mop Heads,Super White Mop,"Absorbent & Durable. Lower cost alternative to cotton socket mop.

 

Low Lint. Machine Washable.

Fits: Exel, EAH Handles, Wooden poles.

Available in all 5 colours.",?,Super White Mop,
Mopping System's,Mopping System's Logo,Mop Heads,Optima Hygiene RHP Socket Mop 250G,"Compatible with most types of hygiene handles (including Exel) and wooden handles.

Autoclavable.

Available in all 5 colours.",?,Optima Hygiene RHP Socket Mop 250G,
Mopping System's,Mopping System's Logo,Mop Heads,"Synthetic Sweeper Mop Heads
","For use with dust frame.

 

Sizes:

43x15cm          Blue 

63.5cx15cm     Blue

84x15cm         Blue",?,"Synthetic Sweeper Mop Heads
",
Mopping System's,Mopping System's Logo,Mop Heads,V Sweeper Synthetic Mop Heads,"For use with V sweeper frame and handle.

Size:

106x15cm",?,V Sweeper Synthetic Mop Heads,
Mopping System's,Mopping System's Logo,Mop Heads,PY Kentucky Mop,"PY yarn is very absorbent & less hardwearing. 

Best for laying down & picking up liquid. Has 4 colour coded tags sewn in. Individually bagged.

450G   (1x30)  ",?,PY Kentucky Mop,
Mopping System's,Mopping System's Logo,Mop Heads,Hygiene Prairie Mop- Hygiemix,"Hygiemix Prairie mops are produced from a unique 50/50 blend of bleached cotton and synthetic yarn for absorbency and strength. 

 

 These mops have looped ends with a 'stayflat' sewn in band which enables the mop to be machine washable thus hygienic. The colour coded mop heads can be removed from handle easily. For use with Kentucky mop buckets.
 

Washable
Stayflat looped ends
50/50 mix of polyester & cotton yarn
Colour coded
Available in Abbey or Exel fitting",?,Hygiene Prairie Mop- Hygiemix,
Mopping System's,Mopping System's Logo,Mop Heads,Dust Beaters - Colour Coded,"Lightweight, efficient and easy to use. Dust control sweepers with ‘break frame’ colour coded acrylic sweeper heads and aluminium handle.",?,Dust Beaters - Colour Coded,
Mopping System's,Mopping System's Logo,Mop Heads,Microfibre Long Pile Mop,"Long pile holds more water & dirt
With pockets
 

No need for pre-sweeping
Great for larger mopping areas, canteens/kitchens etc
80/20 polyester/polyamide",11.73,Microfibre Long Pile Mop,RS071 ( COLOUR)
Mopping System's,Mopping System's Logo,Mop Heads,Microfibre Scrub Mop,"With colour coded tabs, ears and pockets.
 

Can be used with both 'clip-frame' and 'break-frame'
More abrasive for tougher cleaning, ideal for cleaning tougher safety flooring.
Fully washable",7.1,Microfibre Scrub Mop,RS113
Mopping System's,Mopping System's Logo,Mop Heads,Standard Microfibre Mophead,"Microfibre mop head
Fully washable
Colour coded",8.7,Standard Microfibre Mophead,RS078
Mopping System's,Mopping System's Logo,Mop Heads,Exel Fitting Socket Mop,"The patented Exel® fitting. Exel® sockets are hard wearing. 

The 'Push-Pull' type fitting prevents socket loosening from handle during wringing. Universal colour coded plastic Exel® socket collar fitting screws or pushes onto handle. Available in both PY and Twine yarn.",1.4,Exel Fitting Socket Mop,RS110
Mopping System's,Mopping System's Logo,Mop Heads,Hygiene Socket Mops - Hygiemix,"Hygiemix mops are produced from a unique 50/50 blend of bleached cotton and synthetic yarn for absorbency and strength. 

Improved performance circular profile looped white yarn with colour-coded band and threaded mop socket. These mops are launderable up to 60°C.

Washable

Stayflat looped ends
50/50 mix of polyester & cotton yarn
Colour coded",?,Hygiene Socket Mops - Hygiemix,
Mopping System's,Mopping System's Logo,Mop Heads,Exel Revolution Socket Mops,"A Hygiemix socket mop but with an Exel Socket. 

 

A launder-able mop up to 60°C. Produced from a unique 50/50 blend of bleached cotton and synthetic yarn for absorbency and strength. Improved performance circular profile looped white yarn with colour-coded band mop socket. 
 

Washable mop
Stayflat looped end mop
50/50 mix of polyester & cotton yarn mop
Colour coded mop
Also available in antibacterial biofresh yarn",4.59,Exel Revolution Socket Mops,RS141(COLOUR)
Mopping System's,Mopping System's Logo,Mop Heads,PY/ Multi Yarn Prairie Mops,"A Kentucky mop with fitting already attached, avoiding contact with dirty mop when replacing. Fitting available in screw-thread or push-fit.

No need to stock multiple fittings.

 

Colour coded
Both Abbey and Exel fittings available
available in both PY and Multi yarn",?,PY/ Multi Yarn Prairie Mops,
Mopping System's,Mopping System's Logo,Mop Heads,Uniko Clip Frame,Fits with flat-mops which have 'pockets',?,Uniko Clip Frame,
Mopping System's,Mopping System's Logo,Mop Handles & Fittings,Colour Coded Aluminium handles,"With screw thread to fit mop range, colour coded brooms and hygiene brooms.",10.29,Colour Coded Aluminium handles,RS015(COLOUR)
Mopping System's,Mopping System's Logo,Mop Handles & Fittings,Aluminium Telescopic Handles,"Extends up to 184cm.

for use with flat mopping systems.

Available in all 4 colours.",17.11,Aluminium Telescopic Handles,RH1044(COLOUR)
